Company,FiscalYear,Gross Margin %,Operating Margin %,Net Margin %,ROE %,ROA %,Current Ratio,Debt-to-Equity,Free Cash Flow ($mm),Revenue Growth % (YoY)
Apple,FY2023,0.4413112957720756,0.2982141226502472,0.2530623426432028,1.5607601454639075,0.27509834563776475,0.9880116717592975,4.673462491552152,99584.0,-0.028004605303199367
Apple,FY2024,0.4620634981523393,0.31510222870075566,0.23971255769943867,1.6459350307287095,0.25682503150857583,0.8673125765340832,5.408779631255487,108807.0,0.020219940775141214
Apple,FY2025,0.4690516410716045,0.31970799762591884,0.2691506412181824,1.5191298333175105,0.3117962593356549,0.8932929222186667,3.872187487285205,98767.0,0.0642551178283274
Microsoft,FY2023,0.6892008588349102,0.417728806361041,0.3414623787839464,0.35088714643856406,0.175643726819038,1.76916725076573,0.9977209137681055,59475.0,0.06882029555656428
Microsoft,FY2024,0.6976444382797138,0.44644299573273716,0.35955972944084985,0.32828137978299815,0.17208583985957596,1.2749549031815206,0.9076606189729474,74071.0,0.15669962013071279
Microsoft,FY2025,0.6882374238616519,0.4562195624085985,0.3614601524896707,0.2964722734140952,0.16450970350709124,1.3534464445042416,0.8021567548525529,71611.0,0.1493215623240672
Tesla,FY2023,0.18248891736331416,0.0918747997891974,0.1547332417099811,0.23907143085225277,0.14044532818098257,1.7258939752330598,0.6866717757128716,4358.0,0.18795266504627925
Tesla,FY2024,0.17862626676220697,0.07243320708363189,0.07322141467908691,0.09810321890472207,0.058597526009666584,2.024912390270983,0.6636676587165526,3581.0,0.009475783534663594
Tesla,FY2025,0.18026511436616155,0.04592573845001951,0.040652978582049415,0.04693378136527996,0.027974108529381883,2.1644068865485275,0.6688946516186371,6220.0,-0.029306991503736307
